Sample,PqueryName,Multiplicity,LWR.1,LWR.2,LWR.3,LWR.4,LWR.5,Remainder
RAxML_portableTree.dino_epa,05972c797a2c6f8d1fa32d9b5f0caf88d0b15d16_17,1,0.385939,0.307123,0.306938,0.0,0.0,0.0
RAxML_portableTree.dino_epa,53d48125e33c5a57830b5c928bd94c5acc0d3e0d_50,1,0.85061,0.043549,0.042116,0.011525,0.011438,0.030774
RAxML_portableTree.dino_epa,c6d2c46f3a236eb0b657717fd2cfcee1dcf063ac_19,1,0.990471,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,e4143d344fd4893179ce0a22ca5bc09186a0d42e_22,1,0.418602,0.306542,0.274826,0.0,0.0,0.0
RAxML_portableTree.dino_epa,0ca5395074e7e9058a3c5ec686d034ead835768b_21,1,0.378154,0.131809,0.081314,0.081055,0.02392,0.293851
RAxML_portableTree.dino_epa,17a4874bc7e04edc26ec1577ae4066fc2852d455_15,1,0.455181,0.439298,0.10552,0.0,0.0,0.0
RAxML_portableTree.dino_epa,6864ed4c9ab0f2a5d7a61b174eb392c47dbf7431_21,1,0.929689,0.016507,0.008542,0.008417,0.004508,0.022462
RAxML_portableTree.dino_epa,7281a300e2fbacbfb132bc33179513ae99bc9a2f_21,1,1,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,87a9a37400a625a85e0f1bba40d2834aa50f42e5_61,1,0.49977,0.075174,0.04278,0.02822,0.02798,0.316402
RAxML_portableTree.dino_epa,00bc87dcd8b04c7d2f678d44d7ffe3fb072b60c2_23,1,0.17985,0.128745,0.060376,0.053652,0.029176,0.538338
RAxML_portableTree.dino_epa,4d43cbbc7f7eda599d52b0cfb45eb9e680e5f73f_19,1,0.390517,0.304831,0.304651,0.0,0.0,0.0
RAxML_portableTree.dino_epa,77d331b6c643673e276b62b2e15516237f8ccc95_20,1,0.496505,0.094628,0.09458,0.038223,0.038145,0.228227
RAxML_portableTree.dino_epa,d089ac883663426a904bc9f2931c308f192daf21_17,1,0.388255,0.305967,0.305777,0.0,0.0,0.0
RAxML_portableTree.dino_epa,e15cb9898273060c229841f7fb78909e71605eda_26,1,0.359825,0.040081,0.040012,0.039723,0.039144,0.471768
RAxML_portableTree.dino_epa,052e375b1b8b03de9eabd6a56c290fd8bf2bdce8_21,1,0.428356,0.083396,0.059094,0.059008,0.044563,0.315734
RAxML_portableTree.dino_epa,3f0e54d8c01430218d451533f9f0a51a73c940c2_14,1,0.281509,0.048348,0.04812,0.048017,0.048015,0.516227
RAxML_portableTree.dino_epa,6081f75ff97eecd031bcbf61649012efaf8bdb9c_37,1,0.130253,0.130213,0.127532,0.11416,0.114148,0.375366
RAxML_portableTree.dino_epa,8aedb764b91c410e79af9a410626e2d190432588_18,1,0.779621,0.094516,0.094398,0.020598,0.00221,0.0
RAxML_portableTree.dino_epa,a3f25554630d8b611b934cd5129e486ee8f74c45_16,1,0.389903,0.244933,0.192215,0.064169,0.013249,0.085559
RAxML_portableTree.dino_epa,a9b2531cf2d5178e21d4aaa7dcc622e7606cce16_14,1,0.131076,0.131042,0.12836,0.114817,0.114799,0.37086
RAxML_portableTree.dino_epa,05a727ecc8072d8ff4e676fe70250eeb661e2aa5_11,1,0.184782,0.183547,0.18314,0.093212,0.08526,0.260824
RAxML_portableTree.dino_epa,223ed0fe0e2696e07d5888992182926f8cdb6d2f_11,1,1,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,2c7f5ae8e54dc84205013a4ace2b3f486aee8903_13,1,0.062455,0.033596,0.017264,0.016177,0.016135,0.844681
RAxML_portableTree.dino_epa,3d184ea6a8005e325a98496bc2c0e46d90a0b570_23,1,0.597121,0.200315,0.166562,0.012307,0.008938,0.004951
RAxML_portableTree.dino_epa,478a288b1bd9efce4a7784f481579015b448dfea_10,1,0.479188,0.258466,0.252691,0.0,0.0,0.0
RAxML_portableTree.dino_epa,4cfa51b52bf80fb0132dbeee7c77311d55ebbbc3_14,1,0.416003,0.093256,0.093223,0.071975,0.071971,0.246113
RAxML_portableTree.dino_epa,4db83ae1a5b02c7637ee985a00935ea6da0034a9_10,1,0.02323,0.021132,0.021132,0.021131,0.020985,0.882417
RAxML_portableTree.dino_epa,92e8d7273417b4283b07356893bcd9335a41966a_23,1,0.592086,0.091698,0.062353,0.041163,0.040773,0.16222
RAxML_portableTree.dino_epa,f590b48a342ddad6a9b77178cd18445c05376fd3_13,1,0.385166,0.307504,0.30733,0.0,0.0,0.0
RAxML_portableTree.dino_epa,0201701ea9ed0304fa8260cdc5f8b790895c17d6_14,1,0.568708,0.120545,0.119406,0.065078,0.064959,0.051611
RAxML_portableTree.dino_epa,8c5a62d7716b4a5bfe911645a800d36e59afe6dd_18,1,0.081862,0.078939,0.078808,0.078804,0.078755,0.594029
RAxML_portableTree.dino_epa,29deeb67c772ac4044ec71744905921a9f68ee5c_9,1,0.09988,0.099168,0.099167,0.015961,0.015961,0.659977
RAxML_portableTree.dino_epa,44f11409dfc8e3a951af2ffe4c26da1f8b26ba60_26,1,0.192111,0.191599,0.189225,0.183468,0.183458,0.054593
RAxML_portableTree.dino_epa,4b8ba3c5e3cb0ebb0c0353e28b73998824a941fc_8,1,0.463797,0.294107,0.242086,0.0,0.0,0.0
RAxML_portableTree.dino_epa,569d0c5bc6ed01e1b559e01eed5685ae66ab2228_12,1,0.603174,0.053228,0.044831,0.041749,0.041747,0.206514
RAxML_portableTree.dino_epa,64ec4a367b3035082ade2b723ec9758927bdded8_17,1,0.29252,0.067361,0.05942,0.023377,0.023082,0.524297
RAxML_portableTree.dino_epa,7e42418129ea5aaea8d3149fba519f32ca6ad996_26,1,0.436252,0.301985,0.261745,0.0,0.0,0.0
RAxML_portableTree.dino_epa,84e420408460fd0519b7dc846f8239a6e1aba082_9,1,0.798426,0.139224,0.059736,0.0,0.0,0.0
RAxML_portableTree.dino_epa,a2357d1f3dd7275476e8e5d782deeab3038aa403_13,1,0.91048,0.033024,0.006599,0.006373,0.004906,0.028792
RAxML_portableTree.dino_epa,35ec737728ca4e6f498a12719de09b79099c27d5_12,1,0.779966,0.152944,0.062348,0.0,0.0,0.0
RAxML_portableTree.dino_epa,ef02f2a97f01c3be157c52e25513b9477856f56c_6,1,0.448209,0.298686,0.253092,0.0,0.0,0.0
RAxML_portableTree.dino_epa,0b32ab63926c0405c1441d7fed5db87a70cdcc79_9,1,0.504515,0.248514,0.233984,0.003671,0.0,0.0
RAxML_portableTree.dino_epa,0e12e913708a090ec2aa02d10086882f87c721b3_15,1,1,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,7f82fcfab420aadea863c2d4fe7fd6b65aefd4ba_5,1,0.34999,0.338555,0.29774,0.006677,0.0,0.0
RAxML_portableTree.dino_epa,c50196f46f1ce669b41fb6cf7f2782521bf1faba_8,1,0.402125,0.057255,0.057254,0.054556,0.050575,0.368341
RAxML_portableTree.dino_epa,d112d3d56666affd015d5908211b0a54b14fe6ce_5,1,0.022795,0.020814,0.020814,0.020813,0.013407,0.891724
RAxML_portableTree.dino_epa,04ef7824b6bc77c4bd755fa360e2903b5a018a47_8,1,0.651247,0.178678,0.015112,0.010949,0.010914,0.123286
RAxML_portableTree.dino_epa,1d6727aeab4b54c40b50810aa80e17a32ef0dd19_12,1,0.461161,0.29374,0.245084,0.0,0.0,0.0
RAxML_portableTree.dino_epa,2e7729e1d1a799dd75d5d1cc19cd093e6eb128a4_4,1,0.465141,0.293581,0.241269,0.0,0.0,0.0
RAxML_portableTree.dino_epa,351b1077e3e4b89d87dcdfc9ec20a475ea190eb7_22,1,0.192472,0.191075,0.190675,0.096438,0.087416,0.237781
RAxML_portableTree.dino_epa,44cb591706f5d8e6a8f94fb23b187c60f93fc502_4,1,0.185557,0.185397,0.18318,0.178808,0.178799,0.078618
RAxML_portableTree.dino_epa,5eed2099d239d05fd3f578af04d0a8eb81719fe0_9,1,0.264912,0.08376,0.059619,0.048502,0.041282,0.491998
RAxML_portableTree.dino_epa,7551555993b7191609cab1b611545d5ac858283b_23,1,0.947085,0.016067,0.016066,0.016066,0.0,0.0
RAxML_portableTree.dino_epa,a54f54dd3bfac045239dea1ce480d26dc5beac41_6,1,0.281607,0.113648,0.051145,0.049217,0.046137,0.448273
RAxML_portableTree.dino_epa,b08bcb283d7095325bdb4399e853e6aea7bd30df_7,1,0.109247,0.076573,0.070411,0.054927,0.047918,0.630925
RAxML_portableTree.dino_epa,c6abc78693ef3bcc644f9e819d7512fbed1ab6f8_5,1,0.872357,0.058213,0.03527,0.024259,0.0,0.0
RAxML_portableTree.dino_epa,c8f36d9238137375044edf00da8cad84ab231937_10,1,0.281453,0.064357,0.05735,0.043798,0.022636,0.52051
RAxML_portableTree.dino_epa,d5f4ab857f9cd02ba17760a079c979c29f4a826d_7,1,0.183659,0.068824,0.066257,0.062755,0.062323,0.546566
RAxML_portableTree.dino_epa,edf646d1ce9e460020299f0cce2f2371dfaf8ffc_5,1,0.353373,0.073131,0.064069,0.064022,0.047877,0.388201
RAxML_portableTree.dino_epa,027bbb34b140df15b28de6788e154eb7a3c25256_8,1,0.448023,0.29876,0.253203,0.0,0.0,0.0
RAxML_portableTree.dino_epa,05eef0c777d38968907e549ac5fda0fae976569e_11,1,0.446899,0.299172,0.253915,0.0,0.0,0.0
RAxML_portableTree.dino_epa,08d0ee660179cbc23a42c5cac56223344ddddaa5_7,1,0.626039,0.207846,0.137618,0.009285,0.009199,0.002886
RAxML_portableTree.dino_epa,219b58b56075653d073f23e624f1231d2d51b2a9_4,1,0.999969,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,25c273820cb13e883701fe04d21f30671394dfdd_4,1,0.392014,0.063299,0.063271,0.062527,0.062403,0.348897
RAxML_portableTree.dino_epa,34f4882d7a687b1704629152f3160c66a50bb507_4,1,0.396272,0.306855,0.236743,0.002805,0.002805,0.04474
RAxML_portableTree.dino_epa,375232b46264968ca639d68b54706febd5940eef_7,1,0.100905,0.066618,0.030835,0.025876,0.014714,0.751293
RAxML_portableTree.dino_epa,3c69faa7cccdb765a46ca2cc9a11335d17a37c5b_3,1,0.67305,0.130846,0.129829,0.016554,0.007204,0.032641
RAxML_portableTree.dino_epa,401b74102d854e9194b6e40deaf762a0788ba7f5_3,1,0.131253,0.131213,0.128528,0.114965,0.114953,0.371224
RAxML_portableTree.dino_epa,446be04449e7bd4dbb1332aab3d59b6a780bc37b_3,1,0.400945,0.057161,0.05716,0.054456,0.050443,0.369976
RAxML_portableTree.dino_epa,5a972385ad77370f1f3cd1533fafff808851a9c6_8,1,0.19728,0.195617,0.195127,0.098774,0.08696,0.217483
RAxML_portableTree.dino_epa,60564a7afc8342d171cf4f8b8e96652b2e297768_3,1,0.582877,0.221745,0.165562,0.008206,0.008127,0.004679
RAxML_portableTree.dino_epa,6a7b045f7bddd28475c2d29a6c28e6a04573454a_3,1,0.645771,0.091714,0.018653,0.014314,0.014247,0.205356
RAxML_portableTree.dino_epa,6f1a2a0b2723bb665470a0bc6b8e046171c1cc3b_3,1,0.435008,0.302524,0.262451,0.0,0.0,0.0
RAxML_portableTree.dino_epa,70ccb08683d31f2554f0a6c1ebfe0f2ee3774d51_4,1,0.128228,0.128197,0.125534,0.112505,0.112486,0.38498
RAxML_portableTree.dino_epa,7c5d0fa3a51c0c33ae346fc5fbf66eead60a292a_3,1,0.889401,0.034221,0.032902,0.009496,0.009413,0.016066
RAxML_portableTree.dino_epa,88512c3691291ff5821c4b2d945b6605ab9e6b05_4,1,0.750107,0.065373,0.065371,0.04439,0.04347,0.021434
RAxML_portableTree.dino_epa,954b122fd38f22d87765e04c226a8cf21cacca82_8,1,0.446876,0.299182,0.253929,0.0,0.0,0.0
RAxML_portableTree.dino_epa,9b70b75a06a9230518b42e36244282ffce77cac0_3,1,0.533623,0.35572,0.090556,0.004876,0.004829,0.003518
RAxML_portableTree.dino_epa,b682ad855474e4a646f74f8cb5e4ec6ac2f5a7e0_3,1,0.393556,0.303304,0.303141,0.0,0.0,0.0
RAxML_portableTree.dino_epa,c1948c6861b48991d26efd8e8d36a3347cc302c0_14,1,0.577403,0.143342,0.137302,0.028068,0.017404,0.086774
RAxML_portableTree.dino_epa,c29d5a6a583c4e4a62d2935b0e7f05c01fc19a27_3,1,0.934328,0.037673,0.00852,0.007393,0.001252,0.001032
RAxML_portableTree.dino_epa,c723baf8d9e69bfcb43ec4c460e8b09f370c74a2_5,1,0.520914,0.330838,0.142726,0.0,0.0,0.0
RAxML_portableTree.dino_epa,cda199453e3ec8a2d64ba763aba8796c2c0e5d71_3,1,0.702822,0.140414,0.115547,0.025484,0.014666,0.0
RAxML_portableTree.dino_epa,cf3a4dffe7562616af133ac9fd059bcd4139d5cc_3,1,0.280085,0.063085,0.056913,0.044814,0.022541,0.52284
RAxML_portableTree.dino_epa,cf71e0a1e86f46009c46d8805d2f6b63c84f4d74_4,1,0.245447,0.106431,0.098183,0.072358,0.056737,0.410857
RAxML_portableTree.dino_epa,d3a4908bfff595702defa00d9dbc8e5eed1dd52a_3,1,0.594264,0.205045,0.179565,0.009431,0.009363,0.0
RAxML_portableTree.dino_epa,ece7cdd1092f082ce4f453691ce958c73d387253_3,1,0.283674,0.065543,0.058595,0.043869,0.02297,0.515434
RAxML_portableTree.dino_epa,f023571e62541334f53cd871436d376e43822c04_5,1,0.223505,0.088254,0.070203,0.064498,0.06445,0.480611
RAxML_portableTree.dino_epa,f6e387974264f02dd3fc45e7658376090ef0e0f1_5,1,0.198099,0.197812,0.195398,0.190083,0.190073,0.024211
RAxML_portableTree.dino_epa,0c94ca471ba42c6ed756c6d95bdcce6f8a6a665a_4,1,0.430834,0.418484,0.117472,0.007669,0.007599,0.008469
RAxML_portableTree.dino_epa,12adbe05d11abbf6fe5db52cc8c215c39238898b_4,1,0.13129,0.13125,0.128561,0.114995,0.114983,0.371151
RAxML_portableTree.dino_epa,184630ce3169cedb863a2b41146a76d4184a382d_6,1,0.153099,0.062085,0.036461,0.036453,0.026728,0.675299
RAxML_portableTree.dino_epa,1b0fca2238f52d44bd4512120464f6b31fcfa462_3,1,0.464637,0.235648,0.052574,0.037851,0.011857,0.187548
RAxML_portableTree.dino_epa,1d9f8af9ee85e3ca41d87fff16ba2b18a86c99ab_3,1,0.178641,0.178571,0.176455,0.172527,0.17252,0.111389
RAxML_portableTree.dino_epa,230e6666cf24a7144b9cfd89607c2ca78bef5879_3,1,0.258332,0.055188,0.048753,0.041143,0.022295,0.564446
RAxML_portableTree.dino_epa,29b4f63d2d73a98a16e5c91d8bffed5848101a15_3,1,0.609717,0.207742,0.165046,0.007555,0.0,0.0
RAxML_portableTree.dino_epa,32657cf7f28fc0772b6f408eeeca3a3d0938ac7e_3,1,0.130737,0.1307,0.128013,0.114549,0.114535,0.37314
RAxML_portableTree.dino_epa,3f5916dbedace7fe186b6695c3853f5d611ff4b5_4,1,0.426394,0.30466,0.268923,0.0,0.0,0.0
RAxML_portableTree.dino_epa,40d384cca0e8c2905e7b9c6100268cb4404a9be2_3,1,0.938336,0.0296,0.006876,0.006345,0.000924,0.007958
RAxML_portableTree.dino_epa,455fa1e124a3f88550a9bc01f0a634643a298094_3,1,0.616685,0.197965,0.18273,0.0,0.0,0.0
RAxML_portableTree.dino_epa,48896daee6d0282204948ba4f1eccecfd778d12e_3,1,0.197196,0.195533,0.195044,0.098794,0.086901,0.218053
RAxML_portableTree.dino_epa,4b9a7f37eebfa2bb39df44615dd57fa3013d7e9e_4,1,0.7974,0.095619,0.057768,0.043886,0.0,0.0
RAxML_portableTree.dino_epa,555654bcf76e644fd57214a89ff851446edee952_5,1,0.876635,0.091526,0.030111,0.0,0.0,0.0
RAxML_portableTree.dino_epa,73542d022ad821bebf391c891e25bb9126bc20d9_3,1,0.400197,0.311023,0.28872,0.0,0.0,0.0
RAxML_portableTree.dino_epa,73daf1f9b09b68471ccc8848c3ad7ccede1b9001_4,1,0.19748,0.197419,0.194843,0.189347,0.189334,0.024303
RAxML_portableTree.dino_epa,77208a3acdf9229dc60582d4adfad6401d0e99a3_5,1,0.241872,0.049201,0.048531,0.038964,0.038431,0.573067
RAxML_portableTree.dino_epa,78c59b6a3242068436465adb5fa041ea638fcae2_5,1,0.187524,0.187515,0.185211,0.180602,0.180593,0.069269
RAxML_portableTree.dino_epa,7b535fbe7351a10f07fa5aa08f0e7f70fd50a7de_3,1,0.393184,0.303492,0.303323,0.0,0.0,0.0
RAxML_portableTree.dino_epa,84a36f1337864c5bef84d903d8d4dbfd25cfad1d_3,1,0.706076,0.218697,0.060955,0.003458,0.003427,0.0
RAxML_portableTree.dino_epa,8816255c36035eb9c73eceb33b50e546a27f46cd_4,1,0.996803,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,8a7145b6d0d688f4e925c91ea792df5898efd471_3,1,0.999969,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,909206944c59a4e31b48413b9a11c5c39a206bd2_3,1,0.209039,0.170406,0.100526,0.100504,0.065701,0.34562
RAxML_portableTree.dino_epa,941e7fb35a1187036e96695bb81d98f64f91fbbf_4,1,0.406674,0.090931,0.090898,0.070154,0.070152,0.262616
RAxML_portableTree.dino_epa,a3bf44780ae346ada7cd1e490c47e606a7127abf_4,1,0.431677,0.238398,0.147943,0.147103,0.013503,0.013277
RAxML_portableTree.dino_epa,b1093edf2c320761928a2656331c1cd92815e6e2_4,1,0.202309,0.134299,0.127875,0.127835,0.127627,0.270583
RAxML_portableTree.dino_epa,bfda99444b9daa2d2ab0ede9bda49c5da1ff96d2_3,1,0.179451,0.107699,0.096897,0.096852,0.096745,0.412466
RAxML_portableTree.dino_epa,c311ef5d8908092d7649a4b86ff34273105b6a6e_3,1,0.48701,0.04485,0.034006,0.031917,0.018191,0.374163
RAxML_portableTree.dino_epa,cb0e88950a2cc289413931c33489bdbbb2df962c_3,1,0.435552,0.302293,0.262137,0.0,0.0,0.0
RAxML_portableTree.dino_epa,ce9456ca3f4ce42c2991fb9de99546e195028d77_3,1,0.126426,0.126342,0.126341,0.118524,0.114947,0.377739
RAxML_portableTree.dino_epa,e96580a9c02b0178f975b96fdee24b6652502d0b_4,1,0.613913,0.140106,0.097954,0.042818,0.023287,0.072087
RAxML_portableTree.dino_epa,ebdeec8e1685a0f5f47bf0781aab60d9dd0247a4_7,1,0.210424,0.07463,0.072759,0.059096,0.041782,0.531549
RAxML_portableTree.dino_epa,fada23666e1108b91be2e58113946ded4de67a67_3,1,0.392918,0.303619,0.303463,0.0,0.0,0.0
RAxML_portableTree.dino_epa,07addf23dc12ac3650d6ac9a08d5a601263a2ea2_3,1,0.31777,0.097662,0.031297,0.02965,0.025253,0.488408
RAxML_portableTree.dino_epa,10e973bc2abbde367ebe10474e15c9612f44bc1f_5,1,0.426915,0.304397,0.268665,0.0,0.0,0.0
RAxML_portableTree.dino_epa,174b1e886c97053dd51e51c610abead552c834ef_4,1,0.482909,0.395748,0.100335,0.00615,0.006124,0.0
RAxML_portableTree.dino_epa,17cfad4daaea8cd9953a25698b664323831d3ce2_3,1,0.374168,0.214261,0.056057,0.035904,0.019045,0.290748
RAxML_portableTree.dino_epa,1f1190ecbb7bb604bcee174d8c547bced08c564a_5,1,0.328343,0.327814,0.326849,0.005885,0.000909,0.0009
RAxML_portableTree.dino_epa,2cd9a5773ee03a3cfc94f7370bc8cf5470ef53b7_1,1,0.290093,0.112216,0.112194,0.11212,0.072872,0.290796
RAxML_portableTree.dino_epa,3132bf53ed7c7646cdd8501672cf38ac4590eeae_4,1,0.561602,0.246983,0.172522,0.008504,0.008437,0.0
RAxML_portableTree.dino_epa,3a9ee8362853e6d4bf9798ad6dc28e740bd35618_3,1,0.742315,0.162092,0.087862,0.0,0.0,0.0
RAxML_portableTree.dino_epa,4a2def16f7ec2c2acd8c9a6d338695cc8622f892_3,1,0.021115,0.019432,0.019432,0.019432,0.012785,0.898115
RAxML_portableTree.dino_epa,4e9180a82d2b0c7419c23600e56d28079de5c9ba_5,1,0.435046,0.302408,0.262528,0.0,0.0,0.0
RAxML_portableTree.dino_epa,94bc4dff1b587b35c04e74d3f0f65453509fac59_1,1,0.334475,0.334346,0.329506,0.0,0.0,0.0
RAxML_portableTree.dino_epa,97ad310530563be46378d9f479194c27c6ce10a1_1,1,0.0423,0.029354,0.026204,0.026196,0.026178,0.840293
RAxML_portableTree.dino_epa,d23d7a20f58396dcc5c4bf2f5e0fff05c9248d8a_3,1,0.997814,0.0,0.0,0.0,0.0,0.0
RAxML_portableTree.dino_epa,d42a0ed9e5df2219bdbe74578afc678e70005539_3,1,0.569282,0.187407,0.165051,0.009197,0.009113,0.050027
